CNES;Motivo_Erro
2922878;Fora do Brasil ou no mar
2923459;Caiu em cidade errada. Esperado: IBGE 420930
2923777;Caiu em cidade errada. Esperado: IBGE 354880
2924064;Caiu em cidade errada. Esperado: IBGE 421190
2924382;Caiu em cidade errada. Esperado: IBGE 350210
2925222;Caiu em cidade errada. Esperado: IBGE 261340
2925397;Caiu em cidade errada. Esperado: IBGE 260120
2925753;Caiu em cidade errada. Esperado: IBGE 521380
2926032;Caiu em cidade errada. Esperado: IBGE 240650
2927012;Caiu em cidade errada. Esperado: IBGE 261450
2927276;Fora do Brasil ou no mar
2927284;Fora do Brasil ou no mar
2927497;Fora do Brasil ou no mar
2929902;Caiu em cidade errada. Esperado: IBGE 260480
2930358;Caiu em cidade errada. Esperado: IBGE 354880
2930773;Fora do Brasil ou no mar
2930927;Fora do Brasil ou no mar
2931117;Caiu em cidade errada. Esperado: IBGE 330250
2931222;Caiu em cidade errada. Esperado: IBGE 261390
2931451;Caiu em cidade errada. Esperado: IBGE 313240
2931842;Caiu em cidade errada. Esperado: IBGE 351880
2932105;Fora do Brasil ou no mar
2932113;Fora do Brasil ou no mar
2932385;Fora do Brasil ou no mar
2932415;Fora do Brasil ou no mar
2932482;Caiu em cidade errada. Esperado: IBGE 311360
2933306;Caiu em cidade errada. Esperado: IBGE 351110
2933470;Caiu em cidade errada. Esperado: IBGE 354390
2933594;Caiu em cidade errada. Esperado: IBGE 292740
2933691;Caiu em cidade errada. Esperado: IBGE 170950
2935104;Fora do Brasil ou no mar
2935120;Caiu em cidade errada. Esperado: IBGE 330455
2935392;Caiu em cidade errada. Esperado: IBGE 410840
2935813;Caiu em cidade errada. Esperado: IBGE 431055
2937352;Caiu em cidade errada. Esperado: IBGE 430535
2937786;Caiu em cidade errada. Esperado: IBGE 311800
2937824;Caiu em cidade errada. Esperado: IBGE 510785
2937859;Caiu em cidade errada. Esperado: IBGE 292740
2938170;Caiu em cidade errada. Esperado: IBGE 292110
2938243;Caiu em cidade errada. Esperado: IBGE 520030
2938731;Caiu em cidade errada. Esperado: IBGE 211120
2939193;Caiu em cidade errada. Esperado: IBGE 240330
2939568;Caiu em cidade errada. Esperado: IBGE 430470
2939797;Caiu em cidade errada. Esperado: IBGE 421730
2940132;Caiu em cidade errada. Esperado: IBGE 330320
2941058;Caiu em cidade errada. Esperado: IBGE 330200
2941562;Fora do Brasil ou no mar
2941740;Caiu em cidade errada. Esperado: IBGE 355030
2942410;Caiu em cidade errada. Esperado: IBGE 291750
2942445;Caiu em cidade errada. Esperado: IBGE 350650
2943557;Caiu em cidade errada. Esperado: IBGE 170210
2944111;Caiu em cidade errada. Esperado: IBGE 430700
2944189;Caiu em cidade errada. Esperado: IBGE 510340
2944235;Fora do Brasil ou no mar
2944308;Fora do Brasil ou no mar
2944499;Caiu em cidade errada. Esperado: IBGE 311360
2944669;Fora do Brasil ou no mar
2945444;Caiu em cidade errada. Esperado: IBGE 500370
2946440;Caiu em cidade errada. Esperado: IBGE 290070
2946556;Caiu em cidade errada. Esperado: IBGE 310620
2946785;Caiu em cidade errada. Esperado: IBGE 355030
2947110;Caiu em cidade errada. Esperado: IBGE 120060
2947528;Caiu em cidade errada. Esperado: IBGE 520140
2947595;Caiu em cidade errada. Esperado: IBGE 330455
2947609;Caiu em cidade errada. Esperado: IBGE 330455
2947692;Caiu em cidade errada. Esperado: IBGE 330455
2947706;Fora do Brasil ou no mar
2947722;Fora do Brasil ou no mar
2947757;Fora do Brasil ou no mar
2948206;Caiu em cidade errada. Esperado: IBGE 411990
2948605;Caiu em cidade errada. Esperado: IBGE 354870
2948982;Caiu em cidade errada. Esperado: IBGE 410400
2949296;Caiu em cidade errada. Esperado: IBGE 314330
2949504;Caiu em cidade errada. Esperado: IBGE 211130
2949547;Caiu em cidade errada. Esperado: IBGE 211130
2949709;Fora do Brasil ou no mar
2950278;Caiu em cidade errada. Esperado: IBGE 354890
2950456;Caiu em cidade errada. Esperado: IBGE 431480
2950650;Caiu em cidade errada. Esperado: IBGE 350600
2950693;Caiu em cidade errada. Esperado: IBGE 430350
2950804;Caiu em cidade errada. Esperado: IBGE 313240
2950847;Fora do Brasil ou no mar
2951363;Caiu em cidade errada. Esperado: IBGE 432300
2951819;Caiu em cidade errada. Esperado: IBGE 330455
2952505;Caiu em cidade errada. Esperado: IBGE 430060
2953420;Caiu em cidade errada. Esperado: IBGE 431330
2953536;Caiu em cidade errada. Esperado: IBGE 432250
2953617;Caiu em cidade errada. Esperado: IBGE 250750
2953684;Caiu em cidade errada. Esperado: IBGE 150442
2953927;Fora do Brasil ou no mar
2953978;Fora do Brasil ou no mar
2953986;Fora do Brasil ou no mar
2954176;Caiu em cidade errada. Esperado: IBGE 430300
2954796;Caiu em cidade errada. Esperado: IBGE 432250
2954877;Caiu em cidade errada. Esperado: IBGE 430060
2955423;Caiu em cidade errada. Esperado: IBGE 522160
2956888;Fora do Brasil ou no mar
2956985;Caiu em cidade errada. Esperado: IBGE 240810
2957256;Caiu em cidade errada. Esperado: IBGE 330455
2957329;Fora do Brasil ou no mar
2957418;Caiu em cidade errada. Esperado: IBGE 432250
2957671;Caiu em cidade errada. Esperado: IBGE 170950
2958414;Caiu em cidade errada. Esperado: IBGE 355030
2958465;Caiu em cidade errada. Esperado: IBGE 355030
2958481;Caiu em cidade errada. Esperado: IBGE 355030
2958708;Caiu em cidade errada. Esperado: IBGE 355030
2959941;Caiu em cidade errada. Esperado: IBGE 330330
2960117;Fora do Brasil ou no mar
2960125;Fora do Brasil ou no mar
2960257;Caiu em cidade errada. Esperado: IBGE 420820
2960842;Caiu em cidade errada. Esperado: IBGE 354990
2960982;Caiu em cidade errada. Esperado: IBGE 110018
2961024;Caiu em cidade errada. Esperado: IBGE 240810
2961032;Caiu em cidade errada. Esperado: IBGE 110018
2961245;Fora do Brasil ou no mar
2961598;Fora do Brasil ou no mar
2961733;Caiu em cidade errada. Esperado: IBGE 310600
2961849;Caiu em cidade errada. Esperado: IBGE 420890
2962667;Caiu em cidade errada. Esperado: IBGE 430460
2963485;Caiu em cidade errada. Esperado: IBGE 261230
2963671;Caiu em cidade errada. Esperado: IBGE 420820
2963698;Caiu em cidade errada. Esperado: IBGE 420820
2963841;Caiu em cidade errada. Esperado: IBGE 291710
2964058;Fora do Brasil ou no mar
2964104;Caiu em cidade errada. Esperado: IBGE 261540
2964198;Caiu em cidade errada. Esperado: IBGE 353440
2964511;Caiu em cidade errada. Esperado: IBGE 420900
2964546;Caiu em cidade errada. Esperado: IBGE 421360
2964686;Caiu em cidade errada. Esperado: IBGE 420200
2964856;Caiu em cidade errada. Esperado: IBGE 330455
2964937;Caiu em cidade errada. Esperado: IBGE 330455
2965380;Caiu em cidade errada. Esperado: IBGE 330390
2965887;Fora do Brasil ou no mar
2966026;Caiu em cidade errada. Esperado: IBGE 420830
2966166;Caiu em cidade errada. Esperado: IBGE 355030
2966581;Fora do Brasil ou no mar
2966654;Fora do Brasil ou no mar
2966735;Fora do Brasil ou no mar
2966956;Caiu em cidade errada. Esperado: IBGE 315110
2967391;Caiu em cidade errada. Esperado: IBGE 240810
2967502;Caiu em cidade errada. Esperado: IBGE 355220
2967863;Caiu em cidade errada. Esperado: IBGE 330045
2968207;Caiu em cidade errada. Esperado: IBGE 317020
2968886;Caiu em cidade errada. Esperado: IBGE 240810
2969009;Caiu em cidade errada. Esperado: IBGE 330200
2969319;Caiu em cidade errada. Esperado: IBGE 211130
2969440;Caiu em cidade errada. Esperado: IBGE 355220
2970074;Caiu em cidade errada. Esperado: IBGE 240750
2970872;Caiu em cidade errada. Esperado: IBGE 221100
2971232;Caiu em cidade errada. Esperado: IBGE 354890
2971801;Caiu em cidade errada. Esperado: IBGE 355030
2971976;Fora do Brasil ou no mar
2971992;Fora do Brasil ou no mar
2972050;Fora do Brasil ou no mar
2972506;Caiu em cidade errada. Esperado: IBGE 420820
2972573;Caiu em cidade errada. Esperado: IBGE 355220
2973650;Caiu em cidade errada. Esperado: IBGE 431350
2973804;Caiu em cidade errada. Esperado: IBGE 330490
2973847;Fora do Brasil ou no mar
2974002;Caiu em cidade errada. Esperado: IBGE 211120
2974312;Caiu em cidade errada. Esperado: IBGE 352590
2974681;Caiu em cidade errada. Esperado: IBGE 310620
2974851;Caiu em cidade errada. Esperado: IBGE 320080
2975440;Caiu em cidade errada. Esperado: IBGE 351880
2975653;Caiu em cidade errada. Esperado: IBGE 220040
2975955;Caiu em cidade errada. Esperado: IBGE 330630
2976048;Caiu em cidade errada. Esperado: IBGE 311840
2976145;Fora do Brasil ou no mar
2976242;Caiu em cidade errada. Esperado: IBGE 430060
2976358;Caiu em cidade errada. Esperado: IBGE 330220
2976536;Caiu em cidade errada. Esperado: IBGE 330200
2976641;Caiu em cidade errada. Esperado: IBGE 330490
2976978;Caiu em cidade errada. Esperado: IBGE 310620
2977141;Fora do Brasil ou no mar
2977176;Fora do Brasil ou no mar
2977184;Fora do Brasil ou no mar
2978083;Caiu em cidade errada. Esperado: IBGE 412230
2978687;Fora do Brasil ou no mar
2978717;Caiu em cidade errada. Esperado: IBGE 313670
2978784;Fora do Brasil ou no mar
2978970;Caiu em cidade errada. Esperado: IBGE 355030
2979357;Fora do Brasil ou no mar
2979373;Caiu em cidade errada. Esperado: IBGE 330455
2980215;Caiu em cidade errada. Esperado: IBGE 330455
2980282;Fora do Brasil ou no mar
2980355;Caiu em cidade errada. Esperado: IBGE 330455
2980495;Caiu em cidade errada. Esperado: IBGE 160030
2980541;Caiu em cidade errada. Esperado: IBGE 261230
2980614;Caiu em cidade errada. Esperado: IBGE 430510
2980827;Caiu em cidade errada. Esperado: IBGE 421870
2980894;Caiu em cidade errada. Esperado: IBGE 350450
2980983;Caiu em cidade errada. Esperado: IBGE 310200
2981041;Caiu em cidade errada. Esperado: IBGE 292750
2981270;Caiu em cidade errada. Esperado: IBGE 330455
2981327;Caiu em cidade errada. Esperado: IBGE 110030
2981599;Caiu em cidade errada. Esperado: IBGE 330455
2981823;Caiu em cidade errada. Esperado: IBGE 291390
2981998;Caiu em cidade errada. Esperado: IBGE 420660
2982056;Caiu em cidade errada. Esperado: IBGE 351880
2982293;Fora do Brasil ou no mar
2982862;Caiu em cidade errada. Esperado: IBGE 160030
2983095;Caiu em cidade errada. Esperado: IBGE 431480
2983192;Caiu em cidade errada. Esperado: IBGE 330200
2983826;Caiu em cidade errada. Esperado: IBGE 355030
2983974;Caiu em cidade errada. Esperado: IBGE 355030
2984253;Caiu em cidade errada. Esperado: IBGE 290070
2984318;Caiu em cidade errada. Esperado: IBGE 320500
2984911;Caiu em cidade errada. Esperado: IBGE 520870
2985241;Fora do Brasil ou no mar
2985411;Caiu em cidade errada. Esperado: IBGE 330500
2985535;Caiu em cidade errada. Esperado: IBGE 350570
2985756;Caiu em cidade errada. Esperado: IBGE 432250
2986280;Fora do Brasil ou no mar
2987333;Caiu em cidade errada. Esperado: IBGE 320332
2987457;Fora do Brasil ou no mar
2987627;Fora do Brasil ou no mar
2987740;Caiu em cidade errada. Esperado: IBGE 261060
2987872;Caiu em cidade errada. Esperado: IBGE 355280
2987937;Caiu em cidade errada. Esperado: IBGE 311060
2988712;Caiu em cidade errada. Esperado: IBGE 330455
2989042;Caiu em cidade errada. Esperado: IBGE 420200
2989484;Caiu em cidade errada. Esperado: IBGE 316860
2989670;Fora do Brasil ou no mar
2989964;Fora do Brasil ou no mar
2990024;Caiu em cidade errada. Esperado: IBGE 320150
2990032;Fora do Brasil ou no mar
2990407;Caiu em cidade errada. Esperado: IBGE 420240
2990946;Caiu em cidade errada. Esperado: IBGE 330455
2991276;Caiu em cidade errada. Esperado: IBGE 310620
2991349;Caiu em cidade errada. Esperado: IBGE 330070
2991594;Caiu em cidade errada. Esperado: IBGE 355030
2991888;Caiu em cidade errada. Esperado: IBGE 355030
2991977;Caiu em cidade errada. Esperado: IBGE 355030
2992108;Caiu em cidade errada. Esperado: IBGE 420670
2992566;Caiu em cidade errada. Esperado: IBGE 410785
2992957;Caiu em cidade errada. Esperado: IBGE 150210
2993147;Fora do Brasil ou no mar
2993155;Caiu em cidade errada. Esperado: IBGE 261110
2993309;Fora do Brasil ou no mar
2993627;Caiu em cidade errada. Esperado: IBGE 420460
2994224;Caiu em cidade errada. Esperado: IBGE 310620
2994275;Fora do Brasil ou no mar
2994399;Caiu em cidade errada. Esperado: IBGE 310160
2994631;Caiu em cidade errada. Esperado: IBGE 430513
2994704;Caiu em cidade errada. Esperado: IBGE 317150
2994712;Caiu em cidade errada. Esperado: IBGE 410760
2995298;Caiu em cidade errada. Esperado: IBGE 350210
2995646;Caiu em cidade errada. Esperado: IBGE 211130
2996782;Fora do Brasil ou no mar
2996804;Fora do Brasil ou no mar
2996960;Caiu em cidade errada. Esperado: IBGE 313240
2997037;Caiu em cidade errada. Esperado: IBGE 510340
2997398;Caiu em cidade errada. Esperado: IBGE 350570
2997592;Caiu em cidade errada. Esperado: IBGE 354880
2997800;Caiu em cidade errada. Esperado: IBGE 330455
2997827;Caiu em cidade errada. Esperado: IBGE 330455
2997940;Caiu em cidade errada. Esperado: IBGE 350570
2998122;Caiu em cidade errada. Esperado: IBGE 355030
2998211;Caiu em cidade errada. Esperado: IBGE 354390
2998327;Caiu em cidade errada. Esperado: IBGE 355030
2999277;Fora do Brasil ou no mar
2999439;Fora do Brasil ou no mar
2999455;Fora do Brasil ou no mar
2999463;Caiu em cidade errada. Esperado: IBGE 330455
2999714;Fora do Brasil ou no mar
2999722;Fora do Brasil ou no mar
2999730;Fora do Brasil ou no mar
3000044;Caiu em cidade errada. Esperado: IBGE 171330
3000192;Caiu em cidade errada. Esperado: IBGE 251530
3000206;Caiu em cidade errada. Esperado: IBGE 251530
3001369;Caiu em cidade errada. Esperado: IBGE 260600
3001407;Caiu em cidade errada. Esperado: IBGE 355030
3001415;Caiu em cidade errada. Esperado: IBGE 355030
3001768;Caiu em cidade errada. Esperado: IBGE 353060
3001911;Fora do Brasil ou no mar
3001938;Caiu em cidade errada. Esperado: IBGE 110002
3002977;Fora do Brasil ou no mar
3003000;Fora do Brasil ou no mar
3003035;Fora do Brasil ou no mar
3003043;Fora do Brasil ou no mar
3003302;Caiu em cidade errada. Esperado: IBGE 351640
3003663;Caiu em cidade errada. Esperado: IBGE 313670
3004597;Caiu em cidade errada. Esperado: IBGE 240110
3005046;Caiu em cidade errada. Esperado: IBGE 410980
3005143;Caiu em cidade errada. Esperado: IBGE 520549
3005631;Fora do Brasil ou no mar
3005720;Fora do Brasil ou no mar
3006050;Caiu em cidade errada. Esperado: IBGE 330455
3007294;Caiu em cidade errada. Esperado: IBGE 431700
3007316;Caiu em cidade errada. Esperado: IBGE 353440
3008398;Caiu em cidade errada. Esperado: IBGE 354850
3008517;Fora do Brasil ou no mar
3008606;Caiu em cidade errada. Esperado: IBGE 230765
3009203;Caiu em cidade errada. Esperado: IBGE 261260
3009424;Caiu em cidade errada. Esperado: IBGE 221110
3009505;Caiu em cidade errada. Esperado: IBGE 420420
3009734;Fora do Brasil ou no mar
3009793;Fora do Brasil ou no mar
3009947;Caiu em cidade errada. Esperado: IBGE 330455
3010309;Caiu em cidade errada. Esperado: IBGE 291390
3010317;Caiu em cidade errada. Esperado: IBGE 291390
3010759;Caiu em cidade errada. Esperado: IBGE 293220
3011658;Caiu em cidade errada. Esperado: IBGE 150490
3012409;Fora do Brasil ou no mar
3012980;Caiu em cidade errada. Esperado: IBGE 150370
3013014;Caiu em cidade errada. Esperado: IBGE 330455
3013030;Caiu em cidade errada. Esperado: IBGE 330225
3013189;Caiu em cidade errada. Esperado: IBGE 293220
3014444;Caiu em cidade errada. Esperado: IBGE 240050
3014576;Caiu em cidade errada. Esperado: IBGE 291710
3014584;Caiu em cidade errada. Esperado: IBGE 291710
3014673;Fora do Brasil ou no mar
3015327;Fora do Brasil ou no mar
3015408;Caiu em cidade errada. Esperado: IBGE 270030
3015734;Fora do Brasil ou no mar
3015920;Fora do Brasil ou no mar
3017281;Caiu em cidade errada. Esperado: IBGE 410950
3017699;Caiu em cidade errada. Esperado: IBGE 411750
3017788;Caiu em cidade errada. Esperado: IBGE 317060
3018237;Caiu em cidade errada. Esperado: IBGE 355280
3018393;Caiu em cidade errada. Esperado: IBGE 355410
3018423;Caiu em cidade errada. Esperado: IBGE 355480
3018431;Caiu em cidade errada. Esperado: IBGE 355480
3018458;Caiu em cidade errada. Esperado: IBGE 355480
3018709;Caiu em cidade errada. Esperado: IBGE 314520
3018792;Fora do Brasil ou no mar
3018954;Caiu em cidade errada. Esperado: IBGE 280480
3018989;Caiu em cidade errada. Esperado: IBGE 431440
3019012;Caiu em cidade errada. Esperado: IBGE 355030
3019977;Caiu em cidade errada. Esperado: IBGE 330227
3020029;Caiu em cidade errada. Esperado: IBGE 291390
3020304;Fora do Brasil ou no mar
3020525;Caiu em cidade errada. Esperado: IBGE 291920
3020592;Fora do Brasil ou no mar
3020738;Caiu em cidade errada. Esperado: IBGE 270430
3021017;Caiu em cidade errada. Esperado: IBGE 330555
3021173;Caiu em cidade errada. Esperado: IBGE 311370
3021521;Caiu em cidade errada. Esperado: IBGE 211130
3022080;Caiu em cidade errada. Esperado: IBGE 330330
3022528;Caiu em cidade errada. Esperado: IBGE 530180
3022706;Caiu em cidade errada. Esperado: IBGE 330630
3023346;Caiu em cidade errada. Esperado: IBGE 291720
3023478;Caiu em cidade errada. Esperado: IBGE 530130
3023494;Caiu em cidade errada. Esperado: IBGE 330455
3023613;Caiu em cidade errada. Esperado: IBGE 410230
3025403;Caiu em cidade errada. Esperado: IBGE 530100
3025942;Caiu em cidade errada. Esperado: IBGE 530070
3026639;Caiu em cidade errada. Esperado: IBGE 530070
3026744;Caiu em cidade errada. Esperado: IBGE 530070
3026760;Caiu em cidade errada. Esperado: IBGE 530070
3026809;Caiu em cidade errada. Esperado: IBGE 530070
3026817;Caiu em cidade errada. Esperado: IBGE 530070
3026825;Caiu em cidade errada. Esperado: IBGE 530070
3026833;Caiu em cidade errada. Esperado: IBGE 530070
3027554;Caiu em cidade errada. Esperado: IBGE 330455
3027872;Caiu em cidade errada. Esperado: IBGE 530070
3027937;Caiu em cidade errada. Esperado: IBGE 530050
3028569;Caiu em cidade errada. Esperado: IBGE 421860
3029131;Caiu em cidade errada. Esperado: IBGE 330490
3030229;Caiu em cidade errada. Esperado: IBGE 293300
3030660;Caiu em cidade errada. Esperado: IBGE 530170
3030733;Caiu em cidade errada. Esperado: IBGE 314480
3030830;Fora do Brasil ou no mar
3030954;Caiu em cidade errada. Esperado: IBGE 431020
3031187;Caiu em cidade errada. Esperado: IBGE 530170
3031195;Caiu em cidade errada. Esperado: IBGE 530170
3031209;Caiu em cidade errada. Esperado: IBGE 530170
3031217;Caiu em cidade errada. Esperado: IBGE 530170
3031225;Caiu em cidade errada. Esperado: IBGE 530170
3031268;Caiu em cidade errada. Esperado: IBGE 530170
3031314;Caiu em cidade errada. Esperado: IBGE 530170
3031322;Caiu em cidade errada. Esperado: IBGE 530170
3031330;Caiu em cidade errada. Esperado: IBGE 530170
3031349;Caiu em cidade errada. Esperado: IBGE 530170
3031357;Caiu em cidade errada. Esperado: IBGE 530170
3031403;Caiu em cidade errada. Esperado: IBGE 530170
3031446;Caiu em cidade errada. Esperado: IBGE 530170
3031454;Caiu em cidade errada. Esperado: IBGE 530170
3031462;Caiu em cidade errada. Esperado: IBGE 530170
3031470;Caiu em cidade errada. Esperado: IBGE 530170
3031489;Caiu em cidade errada. Esperado: IBGE 530170
3031500;Caiu em cidade errada. Esperado: IBGE 530170
3031527;Caiu em cidade errada. Esperado: IBGE 530170
3031551;Caiu em cidade errada. Esperado: IBGE 530170
3031616;Caiu em cidade errada. Esperado: IBGE 530170
3031659;Caiu em cidade errada. Esperado: IBGE 530170
